labels,sector,sector_type,essential,usd_per_ton,output,final_demand,share_exporting_firms,cutoff,supply_data,country,country_ISO
MDG_Finacial Intermediation and Business Activities,MDG_Finacial Intermediation and Business Activities,Service,True,,4174951.040643133,1080024.1293913594,0.0051134367334956,0,USD,Madagascar,MDG
MDG_Public Administration,MDG_Public Administration,Service,True,,1142163.541293117,1090435.2870388771,0.01925450251138412,0,USD,Madagascar,MDG
"MDG_Education, Health and Other Services","MDG_Education, Health and Other Services",Service,True,,1695626.9574574758,1416637.5067106732,0.01234846011660399,0,USD,Madagascar,MDG
MDG_Private Households,MDG_Private Households,Service,True,,25561.147454891063,15590.561148937044,0.3777683093841833,0,USD,Madagascar,MDG
MDG_Others,MDG_Others,Service,True,,53968.9275849987,14510.058695471638,0.06858714180853656,0,USD,Madagascar,MDG
MDG_Re-export & Re-import,MDG_Re-export & Re-import,Import,True,,7857.194447582473,1162.245179570415,0.8511990197811451,0,USD,Madagascar,MDG
MWI_Agriculture,MWI_Agriculture,Agriculture,True,,1449645.0054633277,648747.2613402519,0.47242558343598545,0,USD,Malawi,MWI
MWI_Fishing,MWI_Fishing,Agriculture,True,,46773.91010688622,16600.01809098807,0.1374384372871066,0,USD,Malawi,MWI
MWI_Mining and Quarrying,MWI_Mining and Quarrying,Mining,True,,115820.65413183872,18468.920316972202,0.02235515074815087,0,USD,Malawi,MWI
MWI_Food & Beverages,MWI_Food & Beverages,Agriculture,True,,419855.6539088154,288196.80363125616,0.04540184517010091,0,USD,Malawi,MWI
MWI_Textiles and Wearing Apparel,MWI_Textiles and Wearing Apparel,Manufacturing,True,,108998.3091674012,75637.05805000028,0.08873871246521635,0,USD,Malawi,MWI
MWI_Wood and Paper,MWI_Wood and Paper,Manufacturing,True,,218138.83439460862,24079.779626925716,0.031744378257551005,0,USD,Malawi,MWI
"MWI_Petroleum, Chemical and Non-Metallic Mineral Products","MWI_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,590500.0337237703,138110.74154942733,0.013387775249546135,0,USD,Malawi,MWI
MWI_Metal Products,MWI_Metal Products,Manufacturing,True,,240040.4613856263,21154.50863705823,0.01519485164090203,0,USD,Malawi,MWI
MWI_Electrical and Machinery,MWI_Electrical and Machinery,Utility,True,,591523.0812193385,208452.8527388524,0.013812738621533144,0,USD,Malawi,MWI
MWI_Transport Equipment,MWI_Transport Equipment,Utility,True,,295876.7041752329,169518.9197319784,0.01995347016491562,0,USD,Malawi,MWI
MWI_Other Manufacturing,MWI_Other Manufacturing,Manufacturing,True,,93656.84393576038,38116.09545164237,0.030769923125901707,0,USD,Malawi,MWI
MWI_Recycling,MWI_Recycling,Utility,True,,44037.27391562435,34627.07247469676,0.12269866007783234,0,USD,Malawi,MWI
"MWI_Electricity, Gas and Water","MWI_Electricity, Gas and Water",Utility,True,,227301.15190578662,86235.81233779635,0.010011804290959388,0,USD,Malawi,MWI
MWI_Construction,MWI_Construction,construction,True,,479097.6271992843,278882.55693773547,0.022220123584793576,0,USD,Malawi,MWI
MWI_Maintenance and Repair,MWI_Maintenance and Repair,construction,True,,28905.078159876794,16011.43884793244,0.20337391552548556,0,USD,Malawi,MWI
MWI_Wholesale Trade,MWI_Wholesale Trade,Trade,True,,602016.045722166,308069.08440509875,0.021218186870326245,0,USD,Malawi,MWI
MWI_Retail Trade,MWI_Retail Trade,Trade,True,,565023.6789495074,506213.6097110242,0.020030685928995796,0,USD,Malawi,MWI
MWI_Hotels and Restraurants,MWI_Hotels and Restraurants,Service,True,,418575.6955998167,351942.5744939396,0.03005416717721778,0,USD,Malawi,MWI
MWI_Transport,MWI_Transport,construction,True,,454897.4885996758,176676.25929489732,0.0542640934395274,0,USD,Malawi,MWI
MWI_Post and Telecommunications,MWI_Post and Telecommunications,Service,True,,432171.01929410815,165129.61712065153,0.032997880653243016,0,USD,Malawi,MWI
MWI_Finacial Intermediation and Business Activities,MWI_Finacial Intermediation and Business Activities,Service,True,,2271374.1548991343,628851.71623699,0.0009851002474949933,0,USD,Malawi,MWI
MWI_Public Administration,MWI_Public Administration,Service,True,,439189.86932727526,417984.78880544583,0.016968549639463516,0,USD,Malawi,MWI
"MWI_Education, Health and Other Services","MWI_Education, Health and Other Services",Service,True,,867741.6135022895,713793.1733234965,0.010867652226256196,0,USD,Malawi,MWI
MWI_Private Households,MWI_Private Households,Service,True,,18185.289783216744,12865.186988607393,0.2770428044682045,0,USD,Malawi,MWI
MWI_Others,MWI_Others,Service,True,,34172.28832381946,11545.819550065971,0.04724568110436229,0,USD,Malawi,MWI
MWI_Re-export & Re-import,MWI_Re-export & Re-import,Import,True,,6485.271686862099,1489.5584583150035,0.766851610337608,0,USD,Malawi,MWI
MYS_Agriculture,MYS_Agriculture,Agriculture,True,,37489261.97264708,24080934.238902487,0.10568605739652694,0,USD,Malaysia,MYS
MYS_Fishing,MYS_Fishing,Agriculture,True,,4749987.535739088,2834617.6873934427,0.0250003065347348,0,USD,Malaysia,MYS
MYS_Mining and Quarrying,MYS_Mining and Quarrying,Mining,True,,31206015.337897643,12096627.290014947,0.20218884309677038,0,USD,Malaysia,MYS
MYS_Food & Beverages,MYS_Food & Beverages,Agriculture,True,,62556837.4778527,35199179.8627119,0.053745681457942195,0,USD,Malaysia,MYS
MYS_Textiles and Wearing Apparel,MYS_Textiles and Wearing Apparel,Manufacturing,True,,18926335.6263436,13017053.826262306,0.08231745203137703,0,USD,Malaysia,MYS
MYS_Wood and Paper,MYS_Wood and Paper,Manufacturing,True,,19627332.238847937,4110470.4806868467,0.3557025506972791,0,USD,Malaysia,MYS
"MYS_Petroleum, Chemical and Non-Metallic Mineral Products","MYS_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,66942682.18037667,17737180.005062528,0.3132020035940579,0,USD,Malaysia,MYS
MYS_Metal Products,MYS_Metal Products,Manufacturing,True,,24540937.122623533,5331896.662858137,0.2511287951308112,0,USD,Malaysia,MYS
MYS_Electrical and Machinery,MYS_Electrical and Machinery,Utility,True,,128113622.87735626,32237961.781885915,0.5025237397472682,0,USD,Malaysia,MYS
MYS_Transport Equipment,MYS_Transport Equipment,Utility,True,,13814168.871297691,8431851.450595766,0.06449104448932745,0,USD,Malaysia,MYS
MYS_Other Manufacturing,MYS_Other Manufacturing,Manufacturing,True,,6811368.207905757,3718667.1254646205,0.29499752694619574,0,USD,Malaysia,MYS
MYS_Recycling,MYS_Recycling,Utility,True,,2315353.9284486803,1986510.5634953575,0.12095368270800878,0,USD,Malaysia,MYS
"MYS_Electricity, Gas and Water","MYS_Electricity, Gas and Water",Utility,True,,16613357.44145086,4033847.940954711,0.008071384071325552,0,USD,Malaysia,MYS
MYS_Construction,MYS_Construction,construction,True,,22377000.405144557,9860622.4091875,0.09754970788252706,0,USD,Malaysia,MYS
MYS_Maintenance and Repair,MYS_Maintenance and Repair,construction,True,,1104659.1677055445,70057.06420185717,0.10420135234480701,0,USD,Malaysia,MYS
