,sector,supply_data,cutoff,coverage
3711,RWA_Post and Telecommunications,USD,0,1
3712,RWA_Finacial Intermediation and Business Activities,USD,0,1
3713,RWA_Public Administration,USD,0,1
3714,"RWA_Education, Health and Other Services",USD,0,1
3715,RWA_Private Households,USD,0,1
3716,RWA_Others,USD,0,1
3717,RWA_Re-export & Re-import,USD,0,1
3718,WSM_Agriculture,USD,0,1
3719,WSM_Fishing,USD,0,1
3720,WSM_Mining and Quarrying,USD,0,1
3721,WSM_Food & Beverages,USD,0,1
3722,WSM_Textiles and Wearing Apparel,USD,0,1
3723,WSM_Wood and Paper,USD,0,1
3724,"WSM_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
3725,WSM_Metal Products,USD,0,1
3726,WSM_Electrical and Machinery,USD,0,1
3727,WSM_Transport Equipment,USD,0,1
3728,WSM_Other Manufacturing,USD,0,1
3729,WSM_Recycling,USD,0,1
3730,"WSM_Electricity, Gas and Water",USD,0,1
3731,WSM_Construction,USD,0,1
3732,WSM_Maintenance and Repair,USD,0,1
3733,WSM_Wholesale Trade,USD,0,1
3734,WSM_Retail Trade,USD,0,1
3735,WSM_Hotels and Restraurants,USD,0,1
3736,WSM_Transport,USD,0,1
3737,WSM_Post and Telecommunications,USD,0,1
3738,WSM_Finacial Intermediation and Business Activities,USD,0,1
3739,WSM_Public Administration,USD,0,1
3740,"WSM_Education, Health and Other Services",USD,0,1
3741,WSM_Private Households,USD,0,1
3742,WSM_Others,USD,0,1
3743,WSM_Re-export & Re-import,USD,0,1
3744,SMR_Agriculture,USD,0,1
3745,SMR_Fishing,USD,0,1
3746,SMR_Mining and Quarrying,USD,0,1
3747,SMR_Food & Beverages,USD,0,1
3748,SMR_Textiles and Wearing Apparel,USD,0,1
3749,SMR_Wood and Paper,USD,0,1
3750,"SMR_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
3751,SMR_Metal Products,USD,0,1
3752,SMR_Electrical and Machinery,USD,0,1
3753,SMR_Transport Equipment,USD,0,1
3754,SMR_Other Manufacturing,USD,0,1
3755,SMR_Recycling,USD,0,1
3756,"SMR_Electricity, Gas and Water",USD,0,1
3757,SMR_Construction,USD,0,1
3758,SMR_Maintenance and Repair,USD,0,1
3759,SMR_Wholesale Trade,USD,0,1
3760,SMR_Retail Trade,USD,0,1
3761,SMR_Hotels and Restraurants,USD,0,1
3762,SMR_Transport,USD,0,1
3763,SMR_Post and Telecommunications,USD,0,1
3764,SMR_Finacial Intermediation and Business Activities,USD,0,1
3765,SMR_Public Administration,USD,0,1
3766,"SMR_Education, Health and Other Services",USD,0,1
3767,SMR_Private Households,USD,0,1
3768,SMR_Others,USD,0,1
3769,SMR_Re-export & Re-import,USD,0,1
3770,STP_Agriculture,USD,0,1
3771,STP_Fishing,USD,0,1
3772,STP_Mining and Quarrying,USD,0,1
3773,STP_Food & Beverages,USD,0,1
3774,STP_Textiles and Wearing Apparel,USD,0,1
3775,STP_Wood and Paper,USD,0,1
3776,"STP_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
3777,STP_Metal Products,USD,0,1
3778,STP_Electrical and Machinery,USD,0,1
3779,STP_Transport Equipment,USD,0,1
3780,STP_Other Manufacturing,USD,0,1
3781,STP_Recycling,USD,0,1
3782,"STP_Electricity, Gas and Water",USD,0,1
3783,STP_Construction,USD,0,1
3784,STP_Maintenance and Repair,USD,0,1
3785,STP_Wholesale Trade,USD,0,1
3786,STP_Retail Trade,USD,0,1
3787,STP_Hotels and Restraurants,USD,0,1
3788,STP_Transport,USD,0,1
3789,STP_Post and Telecommunications,USD,0,1
3790,STP_Finacial Intermediation and Business Activities,USD,0,1
3791,STP_Public Administration,USD,0,1
3792,"STP_Education, Health and Other Services",USD,0,1
3793,STP_Private Households,USD,0,1
3794,STP_Others,USD,0,1
3795,STP_Re-export & Re-import,USD,0,1
3796,SAU_Agriculture,USD,0,1
3797,SAU_Fishing,USD,0,1
3798,SAU_Mining and Quarrying,USD,0,1
3799,SAU_Food & Beverages,USD,0,1
3800,SAU_Textiles and Wearing Apparel,USD,0,1
3801,SAU_Wood and Paper,USD,0,1
3802,"SAU_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
3803,SAU_Metal Products,USD,0,1
3804,SAU_Electrical and Machinery,USD,0,1
3805,SAU_Transport Equipment,USD,0,1
3806,SAU_Other Manufacturing,USD,0,1
3807,SAU_Recycling,USD,0,1
3808,"SAU_Electricity, Gas and Water",USD,0,1
3809,SAU_Construction,USD,0,1
3810,SAU_Maintenance and Repair,USD,0,1
3811,SAU_Wholesale Trade,USD,0,1
3812,SAU_Retail Trade,USD,0,1
3813,SAU_Hotels and Restraurants,USD,0,1
3814,SAU_Transport,USD,0,1
3815,SAU_Post and Telecommunications,USD,0,1
3816,SAU_Finacial Intermediation and Business Activities,USD,0,1
3817,SAU_Public Administration,USD,0,1
3818,"SAU_Education, Health and Other Services",USD,0,1
3819,SAU_Private Households,USD,0,1
3820,SAU_Others,USD,0,1
3821,SAU_Re-export & Re-import,USD,0,1
3822,SEN_Agriculture,USD,0,1
3823,SEN_Fishing,USD,0,1
3824,SEN_Mining and Quarrying,USD,0,1
3825,SEN_Food & Beverages,USD,0,1
3826,SEN_Textiles and Wearing Apparel,USD,0,1
3827,SEN_Wood and Paper,USD,0,1
3828,"SEN_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
3829,SEN_Metal Products,USD,0,1
3830,SEN_Electrical and Machinery,USD,0,1
3831,SEN_Transport Equipment,USD,0,1
3832,SEN_Other Manufacturing,USD,0,1
3833,SEN_Recycling,USD,0,1
3834,"SEN_Electricity, Gas and Water",USD,0,1
3835,SEN_Construction,USD,0,1
3836,SEN_Maintenance and Repair,USD,0,1
3837,SEN_Wholesale Trade,USD,0,1
3838,SEN_Retail Trade,USD,0,1
3839,SEN_Hotels and Restraurants,USD,0,1
3840,SEN_Transport,USD,0,1
3841,SEN_Post and Telecommunications,USD,0,1
3842,SEN_Finacial Intermediation and Business Activities,USD,0,1
3843,SEN_Public Administration,USD,0,1
3844,"SEN_Education, Health and Other Services",USD,0,1
3845,SEN_Private Households,USD,0,1
3846,SEN_Others,USD,0,1
3847,SEN_Re-export & Re-import,USD,0,1
3848,SRB_Agriculture,USD,0,1
3849,SRB_Fishing,USD,0,1
3850,SRB_Mining and Quarrying,USD,0,1
3851,SRB_Food & Beverages,USD,0,1
3852,SRB_Textiles and Wearing Apparel,USD,0,1
3853,SRB_Wood and Paper,USD,0,1
3854,"SRB_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
3855,SRB_Metal Products,USD,0,1
3856,SRB_Electrical and Machinery,USD,0,1
3857,SRB_Transport Equipment,USD,0,1
3858,SRB_Other Manufacturing,USD,0,1
3859,SRB_Recycling,USD,0,1
3860,"SRB_Electricity, Gas and Water",USD,0,1
3861,SRB_Construction,USD,0,1
3862,SRB_Maintenance and Repair,USD,0,1
3863,SRB_Wholesale Trade,USD,0,1
3864,SRB_Retail Trade,USD,0,1
3865,SRB_Hotels and Restraurants,USD,0,1
3866,SRB_Transport,USD,0,1
3867,SRB_Post and Telecommunications,USD,0,1
3868,SRB_Finacial Intermediation and Business Activities,USD,0,1
3869,SRB_Public Administration,USD,0,1
3870,"SRB_Education, Health and Other Services",USD,0,1
3871,SRB_Private Households,USD,0,1
3872,SRB_Others,USD,0,1
3873,SRB_Re-export & Re-import,USD,0,1
3874,SYC_Agriculture,USD,0,1
3875,SYC_Fishing,USD,0,1
3876,SYC_Mining and Quarrying,USD,0,1
3877,SYC_Food & Beverages,USD,0,1
3878,SYC_Textiles and Wearing Apparel,USD,0,1
3879,SYC_Wood and Paper,USD,0,1
3880,"SYC_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
3881,SYC_Metal Products,USD,0,1
3882,SYC_Electrical and Machinery,USD,0,1
3883,SYC_Transport Equipment,USD,0,1
3884,SYC_Other Manufacturing,USD,0,1
3885,SYC_Recycling,USD,0,1
3886,"SYC_Electricity, Gas and Water",USD,0,1
3887,SYC_Construction,USD,0,1
3888,SYC_Maintenance and Repair,USD,0,1
3889,SYC_Wholesale Trade,USD,0,1
3890,SYC_Retail Trade,USD,0,1
3891,SYC_Hotels and Restraurants,USD,0,1
3892,SYC_Transport,USD,0,1
3893,SYC_Post and Telecommunications,USD,0,1
3894,SYC_Finacial Intermediation and Business Activities,USD,0,1
3895,SYC_Public Administration,USD,0,1
3896,"SYC_Education, Health and Other Services",USD,0,1
3897,SYC_Private Households,USD,0,1
3898,SYC_Others,USD,0,1
3899,SYC_Re-export & Re-import,USD,0,1
3900,SLE_Agriculture,USD,0,1
3901,SLE_Fishing,USD,0,1
3902,SLE_Mining and Quarrying,USD,0,1
3903,SLE_Food & Beverages,USD,0,1
3904,SLE_Textiles and Wearing Apparel,USD,0,1
3905,SLE_Wood and Paper,USD,0,1
3906,"SLE_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
3907,SLE_Metal Products,USD,0,1
3908,SLE_Electrical and Machinery,USD,0,1
3909,SLE_Transport Equipment,USD,0,1
3910,SLE_Other Manufacturing,USD,0,1
3911,SLE_Recycling,USD,0,1
3912,"SLE_Electricity, Gas and Water",USD,0,1
3913,SLE_Construction,USD,0,1
3914,SLE_Maintenance and Repair,USD,0,1
3915,SLE_Wholesale Trade,USD,0,1
3916,SLE_Retail Trade,USD,0,1
3917,SLE_Hotels and Restraurants,USD,0,1
3918,SLE_Transport,USD,0,1
3919,SLE_Post and Telecommunications,USD,0,1
3920,SLE_Finacial Intermediation and Business Activities,USD,0,1
3921,SLE_Public Administration,USD,0,1
3922,"SLE_Education, Health and Other Services",USD,0,1
3923,SLE_Private Households,USD,0,1
3924,SLE_Others,USD,0,1
3925,SLE_Re-export & Re-import,USD,0,1
3926,SGP_Agriculture,USD,0,1
3927,SGP_Fishing,USD,0,1
3928,SGP_Mining and Quarrying,USD,0,1
3929,SGP_Food & Beverages,USD,0,1
3930,SGP_Textiles and Wearing Apparel,USD,0,1
3931,SGP_Wood and Paper,USD,0,1
3932,"SGP_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
3933,SGP_Metal Products,USD,0,1
3934,SGP_Electrical and Machinery,USD,0,1
3935,SGP_Transport Equipment,USD,0,1
3936,SGP_Other Manufacturing,USD,0,1
3937,SGP_Recycling,USD,0,1
3938,"SGP_Electricity, Gas and Water",USD,0,1
3939,SGP_Construction,USD,0,1
3940,SGP_Maintenance and Repair,USD,0,1
3941,SGP_Wholesale Trade,USD,0,1
3942,SGP_Retail Trade,USD,0,1
3943,SGP_Hotels and Restraurants,USD,0,1
3944,SGP_Transport,USD,0,1
3945,SGP_Post and Telecommunications,USD,0,1
3946,SGP_Finacial Intermediation and Business Activities,USD,0,1
3947,SGP_Public Administration,USD,0,1
3948,"SGP_Education, Health and Other Services",USD,0,1
3949,SGP_Private Households,USD,0,1
3950,SGP_Others,USD,0,1
3951,SGP_Re-export & Re-import,USD,0,1
3952,SVK_Agriculture,USD,0,1
3953,SVK_Fishing,USD,0,1
3954,SVK_Mining and Quarrying,USD,0,1
3955,SVK_Food & Beverages,USD,0,1
3956,SVK_Textiles and Wearing Apparel,USD,0,1
3957,SVK_Wood and Paper,USD,0,1
3958,"SVK_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
3959,SVK_Metal Products,USD,0,1
3960,SVK_Electrical and Machinery,USD,0,1
3961,SVK_Transport Equipment,USD,0,1
3962,SVK_Other Manufacturing,USD,0,1
3963,SVK_Recycling,USD,0,1
3964,"SVK_Electricity, Gas and Water",USD,0,1
3965,SVK_Construction,USD,0,1
3966,SVK_Maintenance and Repair,USD,0,1
3967,SVK_Wholesale Trade,USD,0,1
3968,SVK_Retail Trade,USD,0,1
3969,SVK_Hotels and Restraurants,USD,0,1
3970,SVK_Transport,USD,0,1
3971,SVK_Post and Telecommunications,USD,0,1
3972,SVK_Finacial Intermediation and Business Activities,USD,0,1
3973,SVK_Public Administration,USD,0,1
3974,"SVK_Education, Health and Other Services",USD,0,1
3975,SVK_Private Households,USD,0,1
3976,SVK_Others,USD,0,1
3977,SVK_Re-export & Re-import,USD,0,1
3978,SVN_Agriculture,USD,0,1
3979,SVN_Fishing,USD,0,1
3980,SVN_Mining and Quarrying,USD,0,1
3981,SVN_Food & Beverages,USD,0,1
3982,SVN_Textiles and Wearing Apparel,USD,0,1
3983,SVN_Wood and Paper,USD,0,1
3984,"SVN_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
3985,SVN_Metal Products,USD,0,1
3986,SVN_Electrical and Machinery,USD,0,1
3987,SVN_Transport Equipment,USD,0,1
3988,SVN_Other Manufacturing,USD,0,1
3989,SVN_Recycling,USD,0,1
3990,"SVN_Electricity, Gas and Water",USD,0,1
3991,SVN_Construction,USD,0,1
3992,SVN_Maintenance and Repair,USD,0,1
3993,SVN_Wholesale Trade,USD,0,1
3994,SVN_Retail Trade,USD,0,1
3995,SVN_Hotels and Restraurants,USD,0,1
3996,SVN_Transport,USD,0,1
3997,SVN_Post and Telecommunications,USD,0,1
3998,SVN_Finacial Intermediation and Business Activities,USD,0,1
3999,SVN_Public Administration,USD,0,1
4000,"SVN_Education, Health and Other Services",USD,0,1
4001,SVN_Private Households,USD,0,1
4002,SVN_Others,USD,0,1
4003,SVN_Re-export & Re-import,USD,0,1
4004,SOM_Agriculture,USD,0,1
4005,SOM_Fishing,USD,0,1
4006,SOM_Mining and Quarrying,USD,0,1
4007,SOM_Food & Beverages,USD,0,1
4008,SOM_Textiles and Wearing Apparel,USD,0,1
4009,SOM_Wood and Paper,USD,0,1
4010,"SOM_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
4011,SOM_Metal Products,USD,0,1
4012,SOM_Electrical and Machinery,USD,0,1
4013,SOM_Transport Equipment,USD,0,1
4014,SOM_Other Manufacturing,USD,0,1
4015,SOM_Recycling,USD,0,1
4016,"SOM_Electricity, Gas and Water",USD,0,1
4017,SOM_Construction,USD,0,1
4018,SOM_Maintenance and Repair,USD,0,1
4019,SOM_Wholesale Trade,USD,0,1
4020,SOM_Retail Trade,USD,0,1
4021,SOM_Hotels and Restraurants,USD,0,1
4022,SOM_Transport,USD,0,1
4023,SOM_Post and Telecommunications,USD,0,1
4024,SOM_Finacial Intermediation and Business Activities,USD,0,1
4025,SOM_Public Administration,USD,0,1
4026,"SOM_Education, Health and Other Services",USD,0,1
4027,SOM_Private Households,USD,0,1
4028,SOM_Others,USD,0,1
4029,SOM_Re-export & Re-import,USD,0,1
4030,ZAF_Agriculture,USD,0,1
4031,ZAF_Fishing,USD,0,1
4032,ZAF_Mining and Quarrying,USD,0,1
4033,ZAF_Food & Beverages,USD,0,1
4034,ZAF_Textiles and Wearing Apparel,USD,0,1
4035,ZAF_Wood and Paper,USD,0,1
4036,"ZAF_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
4037,ZAF_Metal Products,USD,0,1
4038,ZAF_Electrical and Machinery,USD,0,1
4039,ZAF_Transport Equipment,USD,0,1
4040,ZAF_Other Manufacturing,USD,0,1
4041,ZAF_Recycling,USD,0,1
4042,"ZAF_Electricity, Gas and Water",USD,0,1
4043,ZAF_Construction,USD,0,1
4044,ZAF_Maintenance and Repair,USD,0,1
4045,ZAF_Wholesale Trade,USD,0,1
4046,ZAF_Retail Trade,USD,0,1
4047,ZAF_Hotels and Restraurants,USD,0,1
4048,ZAF_Transport,USD,0,1
4049,ZAF_Post and Telecommunications,USD,0,1
4050,ZAF_Finacial Intermediation and Business Activities,USD,0,1
4051,ZAF_Public Administration,USD,0,1
4052,"ZAF_Education, Health and Other Services",USD,0,1
4053,ZAF_Private Households,USD,0,1
4054,ZAF_Others,USD,0,1
4055,ZAF_Re-export & Re-import,USD,0,1
4056,SDS_Agriculture,USD,0,1
4057,SDS_Fishing,USD,0,1
4058,SDS_Mining and Quarrying,USD,0,1
4059,SDS_Food & Beverages,USD,0,1
4060,SDS_Textiles and Wearing Apparel,USD,0,1
4061,SDS_Wood and Paper,USD,0,1
4062,"SDS_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
4063,SDS_Metal Products,USD,0,1
4064,SDS_Electrical and Machinery,USD,0,1
4065,SDS_Transport Equipment,USD,0,1
4066,SDS_Other Manufacturing,USD,0,1
4067,SDS_Recycling,USD,0,1
4068,"SDS_Electricity, Gas and Water",USD,0,1
4069,SDS_Construction,USD,0,1
4070,SDS_Maintenance and Repair,USD,0,1
4071,SDS_Wholesale Trade,USD,0,1
4072,SDS_Retail Trade,USD,0,1
4073,SDS_Hotels and Restraurants,USD,0,1
4074,SDS_Transport,USD,0,1
4075,SDS_Post and Telecommunications,USD,0,1
4076,SDS_Finacial Intermediation and Business Activities,USD,0,1
4077,SDS_Public Administration,USD,0,1
4078,"SDS_Education, Health and Other Services",USD,0,1
4079,SDS_Private Households,USD,0,1
4080,SDS_Others,USD,0,1
4081,SDS_Re-export & Re-import,USD,0,1
4082,ESP_Agriculture,USD,0,1
4083,ESP_Fishing,USD,0,1
4084,ESP_Mining and Quarrying,USD,0,1
4085,ESP_Food & Beverages,USD,0,1
4086,ESP_Textiles and Wearing Apparel,USD,0,1
4087,ESP_Wood and Paper,USD,0,1
4088,"ESP_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
4089,ESP_Metal Products,USD,0,1
4090,ESP_Electrical and Machinery,USD,0,1
4091,ESP_Transport Equipment,USD,0,1
4092,ESP_Other Manufacturing,USD,0,1
4093,ESP_Recycling,USD,0,1
4094,"ESP_Electricity, Gas and Water",USD,0,1
4095,ESP_Construction,USD,0,1
4096,ESP_Maintenance and Repair,USD,0,1
4097,ESP_Wholesale Trade,USD,0,1
4098,ESP_Retail Trade,USD,0,1
4099,ESP_Hotels and Restraurants,USD,0,1
4100,ESP_Transport,USD,0,1
4101,ESP_Post and Telecommunications,USD,0,1
4102,ESP_Finacial Intermediation and Business Activities,USD,0,1
4103,ESP_Public Administration,USD,0,1
4104,"ESP_Education, Health and Other Services",USD,0,1
4105,ESP_Private Households,USD,0,1
4106,ESP_Others,USD,0,1
4107,ESP_Re-export & Re-import,USD,0,1
4108,LKA_Agriculture,USD,0,1
4109,LKA_Fishing,USD,0,1
4110,LKA_Mining and Quarrying,USD,0,1
4111,LKA_Food & Beverages,USD,0,1
4112,LKA_Textiles and Wearing Apparel,USD,0,1
4113,LKA_Wood and Paper,USD,0,1
4114,"LKA_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
4115,LKA_Metal Products,USD,0,1
4116,LKA_Electrical and Machinery,USD,0,1
4117,LKA_Transport Equipment,USD,0,1
4118,LKA_Other Manufacturing,USD,0,1
4119,LKA_Recycling,USD,0,1
4120,"LKA_Electricity, Gas and Water",USD,0,1
4121,LKA_Construction,USD,0,1
4122,LKA_Maintenance and Repair,USD,0,1
4123,LKA_Wholesale Trade,USD,0,1
4124,LKA_Retail Trade,USD,0,1
4125,LKA_Hotels and Restraurants,USD,0,1
4126,LKA_Transport,USD,0,1
4127,LKA_Post and Telecommunications,USD,0,1
4128,LKA_Finacial Intermediation and Business Activities,USD,0,1
4129,LKA_Public Administration,USD,0,1
4130,"LKA_Education, Health and Other Services",USD,0,1
4131,LKA_Private Households,USD,0,1
4132,LKA_Others,USD,0,1
4133,LKA_Re-export & Re-import,USD,0,1
4134,SUD_Agriculture,USD,0,1
4135,SUD_Fishing,USD,0,1
4136,SUD_Mining and Quarrying,USD,0,1
4137,SUD_Food & Beverages,USD,0,1
4138,SUD_Textiles and Wearing Apparel,USD,0,1
4139,SUD_Wood and Paper,USD,0,1
4140,"SUD_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
4141,SUD_Metal Products,USD,0,1
4142,SUD_Electrical and Machinery,USD,0,1
4143,SUD_Transport Equipment,USD,0,1
4144,SUD_Other Manufacturing,USD,0,1
4145,SUD_Recycling,USD,0,1
4146,"SUD_Electricity, Gas and Water",USD,0,1
4147,SUD_Construction,USD,0,1
4148,SUD_Maintenance and Repair,USD,0,1
4149,SUD_Wholesale Trade,USD,0,1
4150,SUD_Retail Trade,USD,0,1
4151,SUD_Hotels and Restraurants,USD,0,1
4152,SUD_Transport,USD,0,1
4153,SUD_Post and Telecommunications,USD,0,1
4154,SUD_Finacial Intermediation and Business Activities,USD,0,1
4155,SUD_Public Administration,USD,0,1
4156,"SUD_Education, Health and Other Services",USD,0,1
4157,SUD_Private Households,USD,0,1
4158,SUD_Others,USD,0,1
4159,SUD_Re-export & Re-import,USD,0,1
4160,SUR_Agriculture,USD,0,1
4161,SUR_Fishing,USD,0,1
4162,SUR_Mining and Quarrying,USD,0,1
4163,SUR_Food & Beverages,USD,0,1
4164,SUR_Textiles and Wearing Apparel,USD,0,1
4165,SUR_Wood and Paper,USD,0,1
4166,"SUR_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
4167,SUR_Metal Products,USD,0,1
4168,SUR_Electrical and Machinery,USD,0,1
4169,SUR_Transport Equipment,USD,0,1
4170,SUR_Other Manufacturing,USD,0,1
4171,SUR_Recycling,USD,0,1
4172,"SUR_Electricity, Gas and Water",USD,0,1
4173,SUR_Construction,USD,0,1
4174,SUR_Maintenance and Repair,USD,0,1
4175,SUR_Wholesale Trade,USD,0,1
4176,SUR_Retail Trade,USD,0,1
4177,SUR_Hotels and Restraurants,USD,0,1
4178,SUR_Transport,USD,0,1
4179,SUR_Post and Telecommunications,USD,0,1
4180,SUR_Finacial Intermediation and Business Activities,USD,0,1
4181,SUR_Public Administration,USD,0,1
4182,"SUR_Education, Health and Other Services",USD,0,1
4183,SUR_Private Households,USD,0,1
4184,SUR_Others,USD,0,1
4185,SUR_Re-export & Re-import,USD,0,1
4186,SWZ_Agriculture,USD,0,1
4187,SWZ_Fishing,USD,0,1
4188,SWZ_Mining and Quarrying,USD,0,1
4189,SWZ_Food & Beverages,USD,0,1
4190,SWZ_Textiles and Wearing Apparel,USD,0,1
4191,SWZ_Wood and Paper,USD,0,1
4192,"SWZ_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
4193,SWZ_Metal Products,USD,0,1
4194,SWZ_Electrical and Machinery,USD,0,1
4195,SWZ_Transport Equipment,USD,0,1
4196,SWZ_Other Manufacturing,USD,0,1
4197,SWZ_Recycling,USD,0,1
4198,"SWZ_Electricity, Gas and Water",USD,0,1
4199,SWZ_Construction,USD,0,1
4200,SWZ_Maintenance and Repair,USD,0,1
4201,SWZ_Wholesale Trade,USD,0,1
4202,SWZ_Retail Trade,USD,0,1
4203,SWZ_Hotels and Restraurants,USD,0,1
4204,SWZ_Transport,USD,0,1
4205,SWZ_Post and Telecommunications,USD,0,1
4206,SWZ_Finacial Intermediation and Business Activities,USD,0,1
4207,SWZ_Public Administration,USD,0,1
4208,"SWZ_Education, Health and Other Services",USD,0,1
4209,SWZ_Private Households,USD,0,1
4210,SWZ_Others,USD,0,1
4211,SWZ_Re-export & Re-import,USD,0,1
4212,SWE_Agriculture,USD,0,1
4213,SWE_Fishing,USD,0,1
4214,SWE_Mining and Quarrying,USD,0,1
4215,SWE_Food & Beverages,USD,0,1
4216,SWE_Textiles and Wearing Apparel,USD,0,1
4217,SWE_Wood and Paper,USD,0,1
4218,"SWE_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
4219,SWE_Metal Products,USD,0,1
4220,SWE_Electrical and Machinery,USD,0,1
4221,SWE_Transport Equipment,USD,0,1
4222,SWE_Other Manufacturing,USD,0,1
4223,SWE_Recycling,USD,0,1
4224,"SWE_Electricity, Gas and Water",USD,0,1
4225,SWE_Construction,USD,0,1
4226,SWE_Maintenance and Repair,USD,0,1
4227,SWE_Wholesale Trade,USD,0,1
4228,SWE_Retail Trade,USD,0,1
4229,SWE_Hotels and Restraurants,USD,0,1
4230,SWE_Transport,USD,0,1
4231,SWE_Post and Telecommunications,USD,0,1
4232,SWE_Finacial Intermediation and Business Activities,USD,0,1
4233,SWE_Public Administration,USD,0,1
4234,"SWE_Education, Health and Other Services",USD,0,1
4235,SWE_Private Households,USD,0,1
4236,SWE_Others,USD,0,1
4237,SWE_Re-export & Re-import,USD,0,1
4238,CHE_Agriculture,USD,0,1
4239,CHE_Fishing,USD,0,1
4240,CHE_Mining and Quarrying,USD,0,1
4241,CHE_Food & Beverages,USD,0,1
4242,CHE_Textiles and Wearing Apparel,USD,0,1
4243,CHE_Wood and Paper,USD,0,1
4244,"CHE_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
4245,CHE_Metal Products,USD,0,1
4246,CHE_Electrical and Machinery,USD,0,1
4247,CHE_Transport Equipment,USD,0,1
4248,CHE_Other Manufacturing,USD,0,1
4249,CHE_Recycling,USD,0,1
4250,"CHE_Electricity, Gas and Water",USD,0,1
4251,CHE_Construction,USD,0,1
4252,CHE_Maintenance and Repair,USD,0,1
4253,CHE_Wholesale Trade,USD,0,1
4254,CHE_Retail Trade,USD,0,1
4255,CHE_Hotels and Restraurants,USD,0,1
4256,CHE_Transport,USD,0,1
4257,CHE_Post and Telecommunications,USD,0,1
4258,CHE_Finacial Intermediation and Business Activities,USD,0,1
4259,CHE_Public Administration,USD,0,1
4260,"CHE_Education, Health and Other Services",USD,0,1
4261,CHE_Private Households,USD,0,1
4262,CHE_Others,USD,0,1
4263,CHE_Re-export & Re-import,USD,0,1
4264,SYR_Agriculture,USD,0,1
4265,SYR_Fishing,USD,0,1
4266,SYR_Mining and Quarrying,USD,0,1
4267,SYR_Food & Beverages,USD,0,1
4268,SYR_Textiles and Wearing Apparel,USD,0,1
4269,SYR_Wood and Paper,USD,0,1
4270,"SYR_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
4271,SYR_Metal Products,USD,0,1
4272,SYR_Electrical and Machinery,USD,0,1
4273,SYR_Transport Equipment,USD,0,1
4274,SYR_Other Manufacturing,USD,0,1
4275,SYR_Recycling,USD,0,1
4276,"SYR_Electricity, Gas and Water",USD,0,1
4277,SYR_Construction,USD,0,1
4278,SYR_Maintenance and Repair,USD,0,1
4279,SYR_Wholesale Trade,USD,0,1
4280,SYR_Retail Trade,USD,0,1
4281,SYR_Hotels and Restraurants,USD,0,1
4282,SYR_Transport,USD,0,1
4283,SYR_Post and Telecommunications,USD,0,1
4284,SYR_Finacial Intermediation and Business Activities,USD,0,1
4285,SYR_Public Administration,USD,0,1
4286,"SYR_Education, Health and Other Services",USD,0,1
4287,SYR_Private Households,USD,0,1
4288,SYR_Others,USD,0,1
4289,SYR_Re-export & Re-import,USD,0,1
4290,TWN_Agriculture,USD,0,1
4291,TWN_Fishing,USD,0,1
4292,TWN_Mining and Quarrying,USD,0,1
4293,TWN_Food & Beverages,USD,0,1
4294,TWN_Textiles and Wearing Apparel,USD,0,1
4295,TWN_Wood and Paper,USD,0,1
4296,"TWN_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
4297,TWN_Metal Products,USD,0,1
4298,TWN_Electrical and Machinery,USD,0,1
4299,TWN_Transport Equipment,USD,0,1
4300,TWN_Other Manufacturing,USD,0,1
4301,TWN_Recycling,USD,0,1
4302,"TWN_Electricity, Gas and Water",USD,0,1
4303,TWN_Construction,USD,0,1
4304,TWN_Maintenance and Repair,USD,0,1
4305,TWN_Wholesale Trade,USD,0,1
4306,TWN_Retail Trade,USD,0,1
4307,TWN_Hotels and Restraurants,USD,0,1
4308,TWN_Transport,USD,0,1
4309,TWN_Post and Telecommunications,USD,0,1
4310,TWN_Finacial Intermediation and Business Activities,USD,0,1
4311,TWN_Public Administration,USD,0,1
4312,"TWN_Education, Health and Other Services",USD,0,1
4313,TWN_Private Households,USD,0,1
4314,TWN_Others,USD,0,1
4315,TWN_Re-export & Re-import,USD,0,1
