"output","share_exporting_firms","final_demand","type","cutoff","usd_per_ton","sector","supply_data"
565531.893060454,0.0159686034160166,330338.35428832,"manufacturing",0,1000,"RoW_asia_Mac","USD"
222032.311224855,0.0107561169315452,125123.204813583,"manufacturing",0,1000,"RoW_asia_Man","USD"
785367.985976342,4.61824819607847e-05,19637.3408397691,"mining",0,1000,"RoW_asia_Min","USD"
340571.986242464,0.000317956703233128,32103.4285278888,"manufacturing",0,1000,"RoW_asia_Nmm","USD"
700398.073677904,0.00317709326517831,457175.223259122,"service",0,1000,"RoW_asia_Oth","USD"
722828.695999917,0.00278837400411671,297442.692185171,"transport",0,1000,"RoW_asia_Pos","USD"
47873.2778936262,0.000932305928613678,19452.8267198595,"service",0,1000,"RoW_asia_Pri","USD"
1559286.89084881,0.000285448312813365,1498943.12487198,"service",0,1000,"RoW_asia_Pub","USD"
364113.756888222,0.000817845950524158,43418.5342942769,"manufacturing",0,1000,"RoW_asia_Pul","USD"
1541007.91093613,0.000269276371639984,1291952.57959097,"service",0,1000,"RoW_asia_Rea","USD"
1897288.03390013,0.0123115945781582,586796.916432478,"service",0,1000,"RoW_asia_Ren","USD"
1257170.40669003,0.00663519523758794,739510.024203324,"trade",0,1000,"RoW_asia_Ret","USD"
407730.213887379,0.00186333304618143,48116.6147341592,"manufacturing",0,1000,"RoW_asia_Rub","USD"
293706.994383163,0.00547829138756118,116377.990828606,"manufacturing",0,1000,"RoW_asia_Sal","USD"
551464.610227554,0.0110626010780451,324870.080746113,"manufacturing",0,1000,"RoW_asia_Tex","USD"
992287.757004986,0.0510793384747222,503313.438580182,"manufacturing",0,1000,"RoW_asia_Tra","USD"
333070.549679933,0.0122911167290321,56432.0873493027,"manufacturing",0,1000,"RoW_asia_Wat","USD"
1717246.80100152,0.0196370426764202,737622.660247589,"trade",0,1000,"RoW_asia_Who","USD"
98327.7999486956,0.0012325435764149,11358.7413196257,"manufacturing",0,1000,"RoW_asia_Wod","USD"
952892.49510527,0.00654227662936652,126973.340017594,"manufacturing",0,1000,"RoW_eu_Act","USD"
720781.645775591,0.00789128079894598,216864.301472598,"agriculture",0,1000,"RoW_eu_Agr","USD"
188110.215744952,0.0198954849755251,76665.3504609113,"manufacturing",0,1000,"RoW_eu_Air","USD"
1152193.09516116,0.00226348072668466,134135.972930479,"manufacturing",0,1000,"RoW_eu_Bas","USD"
1237565.88133954,0.0127281591331245,290413.451229674,"manufacturing",0,1000,"RoW_eu_Che","USD"
516691.776974928,0.0884492478351017,203948.381626765,"utility",0,1000,"RoW_eu_Cok","USD"
2906880.82994788,0.000775925351692956,1669910.31710554,"mining",0,1000,"RoW_eu_Con","USD"
1169842.68995303,0.00186125750967829,998788.12986486,"service",0,1000,"RoW_eu_Edu","USD"
1558809.48477781,0.00301508824221675,438816.490386269,"utility",0,1000,"RoW_eu_Ele","USD"
858394.370096638,0.0285528874174584,416221.704452191,"manufacturing",0,1000,"RoW_eu_Elo","USD"
1994564.5051158,0.00952452251610168,558952.686436446,"service",0,1000,"RoW_eu_Fni","USD"
1486344.54908436,0.0274503085970177,849715.079064745,"manufacturing",0,1000,"RoW_eu_Foo","USD"
2287530.57766452,0.000987374816241818,2095371.44328562,"service",0,1000,"RoW_eu_Hea","USD"
897773.948674861,0.00476106174605009,687359.176559849,"service",0,1000,"RoW_eu_Hot","USD"
919687.151064956,0.00945570615200885,271927.119599771,"transport",0,1000,"RoW_eu_Inl","USD"
51411.7181017707,0.0287168537344073,32699.6276779126,"manufacturing",0,1000,"RoW_eu_Lea","USD"
1069317.80053918,0.0458606999776711,531464.059008247,"manufacturing",0,1000,"RoW_eu_Mac","USD"
341921.101312239,0.0387147915036475,228831.441438333,"manufacturing",0,1000,"RoW_eu_Man","USD"
394725.723135526,0.00174291666108765,36164.4798237419,"mining",0,1000,"RoW_eu_Min","USD"
